ID,year,party,race
11342,2019,Independent,Asian American
11343,2019,Democrat,Asian American
11344,2019,Democrat,Asian American
11345,2019,Independent,Asian American
11346,2019,Independent,Asian American
11347,2019,Republican,Asian American
11348,2019,Democrat,Asian American
11349,2019,Unsure/Refused,Asian American
11350,2019,Independent,Asian American
11351,2019,Democrat,Asian American
11352,2019,Democrat,Asian American
11353,2019,Independent,Asian American
11354,2019,Independent,Asian American
11355,2019,Independent,Asian American
11356,2019,Democrat,Asian American
11357,2019,Independent,Asian American
11358,2019,Unsure/Refused,Asian American
11359,2019,Independent,Asian American
11360,2019,Republican,Asian American
11361,2019,Democrat,Asian American
11362,2019,Democrat,Asian American
11363,2019,Independent,Asian American
11364,2019,Independent,Asian American
11365,2019,Democrat,Asian American
11366,2019,Independent,Asian American
11367,2019,Democrat,Asian American
11368,2019,Democrat,Asian American
11369,2019,Independent,Asian American
11370,2019,Democrat,Asian American
11371,2019,Democrat,Asian American
11372,2019,Independent,Asian American
11373,2019,Democrat,Asian American
11374,2019,Democrat,Asian American
11375,2019,Independent,Asian American
11376,2019,Independent,Asian American
11377,2019,Independent,Asian American
11378,2019,Independent,Asian American
11379,2019,Democrat,Asian American
11380,2019,Independent,Asian American
11381,2019,Independent,Asian American
11382,2019,Democrat,Asian American
11383,2019,Unsure/Refused,Asian American
11384,2019,Democrat,Asian American
11385,2019,Democrat,Asian American
11386,2019,Democrat,Asian American
11387,2019,Democrat,Asian American
11388,2019,Republican,Asian American
11389,2019,Democrat,Asian American
11390,2019,Democrat,Asian American
11391,2019,Independent,Asian American
11392,2019,Democrat,Asian American
11393,2019,Republican,Asian American
11394,2019,Independent,Asian American
11395,2019,Independent,Asian American
11396,2019,Independent,Asian American
11397,2019,Democrat,Asian American
11398,2019,Democrat,Asian American
11399,2019,Unsure/Refused,Asian American
11400,2019,Democrat,Asian American
11401,2019,Independent,Asian American
11402,2019,Unsure/Refused,Asian American
11403,2019,Democrat,Asian American
11404,2019,Democrat,Asian American
11405,2019,Independent,Asian American
11406,2019,Independent,Asian American
11407,2019,Democrat,Asian American
11408,2019,Independent,Asian American
11409,2019,Independent,Asian American
11410,2019,Democrat,Asian American
11411,2019,Democrat,Asian American
11412,2019,Independent,Asian American
11413,2019,Democrat,Asian American
11414,2019,Independent,Asian American
11415,2019,Democrat,Asian American
11416,2019,Democrat,Asian American
11417,2019,Independent,Asian American
11418,2019,Democrat,Asian American
11419,2019,Independent,Asian American
11420,2019,Democrat,Asian American
11421,2019,Democrat,Asian American
11422,2019,Independent,Asian American
11423,2019,Independent,Asian American
11424,2019,Democrat,Asian American
11425,2019,Democrat,Asian American
11426,2019,Independent,Asian American
11427,2019,Democrat,Asian American
11428,2019,Independent,Asian American
11429,2019,Republican,Asian American
11430,2019,Democrat,Asian American
11431,2019,Democrat,Asian American
11432,2019,Independent,Asian American
11433,2019,Democrat,Asian American
11434,2019,Democrat,Asian American
11435,2019,Independent,Asian American
11436,2019,Independent,Asian American
11437,2019,Independent,Asian American
11438,2019,Democrat,Asian American
11439,2019,Independent,Asian American
11440,2019,Republican,Asian American
11441,2019,Democrat,Asian American
11442,2019,Republican,Asian American
11443,2019,Independent,Asian American
11444,2019,Independent,Asian American
11445,2019,Independent,Asian American
11446,2019,Democrat,Asian American
11447,2019,Republican,Asian American
11448,2019,Independent,Asian American
11449,2019,Unsure/Refused,Asian American
11450,2019,Democrat,Asian American
11451,2019,Independent,Asian American
11452,2019,Independent,Asian American
11453,2019,Democrat,Asian American
11454,2019,Independent,Asian American
11455,2019,Independent,Asian American
11456,2019,Independent,Asian American
11457,2019,Independent,Asian American
11458,2019,Independent,Asian American
11459,2019,Democrat,Asian American
11460,2019,Democrat,Asian American
11461,2019,Democrat,Asian American
11462,2019,Democrat,Asian American
11463,2019,Unsure/Refused,Asian American
11464,2019,Independent,Asian American
11465,2019,Democrat,Asian American
11466,2019,Democrat,Asian American
11467,2019,Independent,Asian American
11468,2019,Independent,Asian American
11469,2019,Democrat,Asian American
11470,2019,Republican,Asian American
11471,2019,Democrat,Asian American
11472,2019,Unsure/Refused,Asian American
11473,2019,Democrat,Asian American
11474,2019,Democrat,Asian American
11475,2019,Democrat,Asian American
11476,2019,Independent,Asian American
11477,2019,Democrat,Asian American
11478,2019,Independent,Asian American
11479,2019,Independent,Asian American
11480,2019,Democrat,Asian American
11481,2019,Democrat,Asian American
11482,2019,Independent,Asian American
11483,2019,Independent,Asian American
11484,2019,Democrat,Asian American
11485,2019,Democrat,Asian American
11486,2019,Independent,Asian American
11487,2019,Republican,Asian American
11488,2019,Republican,Asian American
11489,2019,Independent,Asian American
11490,2019,Republican,Asian American
11491,2019,Republican,Asian American
11492,2019,Independent,Asian American
11493,2019,Independent,Asian American
11494,2019,Independent,Asian American
11495,2019,Independent,Asian American
11496,2019,Democrat,Asian American
11497,2019,Independent,Asian American
11498,2019,Democrat,Asian American
11499,2019,Republican,Asian American
11500,2019,Independent,Asian American
11501,2019,Independent,Asian American
11502,2019,Independent,Asian American
11503,2019,Independent,Asian American
11504,2019,Independent,Asian American
11505,2019,Democrat,Asian American
11506,2019,Democrat,Asian American
11507,2019,Republican,Asian American
11508,2019,Independent,Asian American
11509,2019,Republican,Asian American
11510,2019,Democrat,Asian American
11511,2019,Democrat,Asian American
11512,2019,Democrat,Asian American
11513,2019,Independent,Asian American
11514,2019,Republican,Asian American
11515,2019,Unsure/Refused,Asian American
11516,2019,Independent,Asian American
11517,2019,Democrat,Asian American
11518,2019,Democrat,Asian American
11519,2019,Independent,Asian American
11520,2019,Independent,Asian American
11521,2019,Democrat,Asian American
11522,2019,Democrat,Asian American
11523,2019,Independent,Asian American
11524,2019,Democrat,Asian American
11525,2019,Independent,Asian American
11526,2019,Democrat,Asian American
11527,2019,Republican,Asian American
11528,2019,Democrat,Asian American
11529,2019,Democrat,Asian American
11530,2019,Independent,Asian American
11531,2019,Republican,Asian American
11532,2019,Independent,Asian American
11533,2019,Independent,Asian American
11534,2019,Democrat,Asian American
11535,2019,Democrat,Asian American
11536,2019,Democrat,Asian American
11537,2019,Independent,Asian American
11538,2019,Independent,Asian American
11539,2019,Independent,Asian American
11540,2019,Democrat,Asian American
11541,2019,Independent,Asian American
11542,2019,Independent,Asian American
11543,2019,Democrat,Asian American
11544,2019,Independent,Asian American
11545,2019,Democrat,Asian American
11546,2019,Independent,Asian American
11547,2019,Democrat,Asian American
11548,2019,Independent,Asian American
11549,2019,Democrat,Asian American
11550,2019,Independent,Asian American
11551,2019,Republican,Asian American
11552,2019,Republican,Asian American
11553,2019,Democrat,Asian American
11554,2019,Unsure/Refused,Asian American
11555,2019,Democrat,Asian American
11556,2019,Independent,Asian American
11557,2019,Independent,Asian American
11558,2019,Independent,Asian American
11559,2019,Unsure/Refused,Asian American
11560,2019,Democrat,Asian American
11561,2019,Independent,Asian American
11562,2019,Independent,Asian American
11563,2019,Independent,Asian American
11564,2019,Republican,Asian American
11565,2019,Independent,Asian American
11566,2019,Democrat,Asian American
11567,2019,Democrat,Asian American
11568,2019,Democrat,Asian American
11569,2019,Independent,Asian American
11570,2019,Unsure/Refused,Asian American
11571,2019,Democrat,Asian American
11572,2019,Independent,Asian American
11573,2019,Democrat,Asian American
11574,2019,Republican,Asian American
11575,2019,Independent,Asian American
11576,2019,Republican,Asian American
11577,2019,Independent,Asian American
11578,2019,Independent,Asian American
11579,2019,Republican,Asian American
11580,2019,Independent,Asian American
11581,2019,Independent,Asian American
11582,2019,Democrat,Asian American
11583,2019,Independent,Asian American
11584,2019,Democrat,Asian American
11585,2019,Independent,Asian American
11586,2019,Democrat,Asian American
11587,2019,Democrat,Asian American
11588,2019,Republican,Asian American
11589,2019,Independent,Asian American
11590,2019,Independent,Asian American
11591,2019,Democrat,Asian American
11592,2019,Democrat,Asian American
11593,2019,Democrat,Asian American
11594,2019,Democrat,Asian American
11595,2019,Republican,Asian American
11596,2019,Republican,Asian American
11597,2019,Unsure/Refused,Asian American
11598,2019,Independent,Asian American
11599,2019,Democrat,Asian American
11600,2019,Independent,Asian American
11601,2019,Independent,Asian American
11602,2019,Independent,Asian American
11603,2019,Democrat,Asian American
11604,2019,Democrat,Asian American
11605,2019,Independent,Asian American
11606,2019,Democrat,Asian American
11607,2019,Independent,Asian American
11608,2019,Independent,Asian American
11609,2019,Republican,Asian American
11610,2019,Democrat,Asian American
11611,2019,Independent,Asian American
11612,2019,Republican,Asian American
11613,2019,Democrat,Asian American
11614,2019,Democrat,Asian American
11615,2019,Independent,Asian American
11616,2019,Independent,Asian American
11617,2019,Unsure/Refused,Asian American
11618,2019,Democrat,Asian American
11619,2019,Unsure/Refused,Asian American
11620,2019,Independent,Asian American
11621,2019,Democrat,Asian American
11622,2019,Independent,Asian American
11623,2019,Independent,Asian American
11624,2019,Democrat,Asian American
11625,2019,Independent,Asian American
11626,2019,Independent,Asian American
11627,2019,Independent,Asian American
11628,2019,Republican,Asian American
11629,2019,Independent,Asian American
11630,2019,Democrat,Asian American
11631,2019,Republican,Asian American
11632,2019,Unsure/Refused,Asian American
11633,2019,Democrat,Asian American
11634,2019,Democrat,Asian American
11635,2019,Independent,Asian American
11636,2019,Democrat,Asian American
11637,2019,Democrat,Asian American
11638,2019,Republican,Asian American
11639,2019,Democrat,Asian American
11640,2019,Republican,Asian American
11641,2019,Independent,Asian American
11642,2019,Independent,Asian American
11643,2019,Democrat,Asian American
11644,2019,Independent,Asian American
11645,2019,Independent,Asian American
11646,2019,Independent,Asian American
11647,2019,Independent,Asian American
11648,2019,Democrat,Asian American
11649,2019,Democrat,Asian American
11650,2019,Independent,Asian American
11651,2019,Democrat,Asian American
11652,2019,Democrat,Asian American
11653,2019,Independent,Asian American
11654,2019,Independent,Asian American
11655,2019,Independent,Asian American
11656,2019,Independent,Asian American
11657,2019,Democrat,Asian American
11658,2019,Democrat,Asian American
11659,2019,Democrat,Asian American
11660,2019,Democrat,Asian American
11661,2019,Democrat,Asian American
11662,2019,Independent,Asian American
11663,2019,Democrat,Asian American
11664,2019,Republican,Asian American
11665,2019,Democrat,Asian American
11666,2019,Democrat,Asian American
11667,2019,Unsure/Refused,Asian American
11668,2019,Independent,Asian American
11669,2019,Democrat,Asian American
11670,2019,Democrat,Asian American
11671,2019,Independent,Asian American
11672,2019,Independent,Asian American
11673,2019,Democrat,Asian American
11674,2019,Independent,Asian American
11675,2019,Democrat,Asian American
11676,2019,Democrat,Asian American
11677,2019,Unsure/Refused,Asian American
11678,2019,Democrat,Asian American
11679,2019,Independent,Asian American
11680,2019,Unsure/Refused,Asian American
11681,2019,Democrat,Asian American
11682,2019,Democrat,Asian American
11683,2019,Independent,Asian American
11684,2019,Democrat,Asian American
11685,2019,Democrat,Asian American
11686,2019,Democrat,Asian American
11687,2019,Independent,Asian American
11688,2019,Independent,Asian American
11689,2019,Democrat,Asian American
11690,2019,Independent,Asian American
11691,2019,Democrat,Asian American
11692,2019,Unsure/Refused,Asian American
11693,2019,Republican,Asian American
11694,2019,Independent,Asian American
11695,2019,Independent,Asian American
11696,2019,Democrat,Asian American
11697,2019,Independent,Asian American
11698,2019,Democrat,Asian American
11699,2019,Republican,Asian American
11700,2019,Independent,Asian American
11701,2019,Democrat,Asian American
11702,2019,Independent,Asian American
11703,2019,Democrat,Asian American
11704,2019,Independent,Asian American
11705,2019,Democrat,Asian American
11706,2019,Independent,Asian American
11707,2019,Independent,Asian American
11708,2019,Independent,Asian American
11709,2019,Democrat,Asian American
11710,2019,Independent,Asian American
11711,2019,Independent,Asian American
11712,2019,Independent,Asian American
11713,2019,Independent,Asian American
11714,2019,Independent,Asian American
11715,2019,Independent,Asian American
11716,2019,Democrat,Asian American
11717,2019,Democrat,Asian American
11718,2019,Democrat,Asian American
11719,2019,Democrat,Asian American
11720,2019,Independent,Asian American
11721,2019,Unsure/Refused,Asian American
11722,2019,Democrat,Asian American
11723,2019,Democrat,Asian American
11724,2019,Democrat,Asian American
11725,2019,Democrat,Asian American
11726,2019,Independent,Asian American
11727,2019,Independent,Asian American
11728,2019,Independent,Asian American
11729,2019,Democrat,Asian American
11730,2019,Independent,Asian American
11731,2019,Independent,Asian American
11732,2019,Republican,Asian American
11733,2019,Republican,Asian American
11734,2019,Unsure/Refused,Asian American
11735,2019,Democrat,Asian American
11736,2019,Democrat,Asian American
11737,2019,Independent,Asian American
11738,2019,Democrat,Asian American
11739,2019,Independent,Asian American
11740,2019,Independent,Asian American
11741,2019,Independent,Asian American
11742,2019,Independent,Asian American
11743,2019,Independent,Asian American
11744,2019,Unsure/Refused,Asian American
11745,2019,Independent,Asian American
11746,2019,Independent,Asian American
11747,2019,Independent,Asian American
11748,2019,Democrat,Asian American
11749,2019,Democrat,Asian American
11750,2019,Republican,Asian American
11751,2019,Independent,Asian American
11752,2019,Independent,Asian American
11753,2019,Unsure/Refused,Asian American
11754,2019,Independent,Asian American
11755,2019,Democrat,Asian American
11756,2019,Independent,Asian American
11757,2019,Democrat,Asian American
11758,2019,Democrat,Asian American
11759,2019,Republican,Asian American
11760,2019,Independent,Asian American
11761,2019,Independent,Asian American
11762,2019,Independent,Asian American
11763,2019,Independent,Asian American
11764,2019,Independent,Asian American
11765,2019,Independent,Asian American
11766,2019,Independent,Asian American
11767,2019,Independent,Asian American
11768,2019,Democrat,Asian American
11769,2019,Independent,Asian American
11770,2019,Democrat,Asian American
11771,2019,Republican,Asian American
11772,2019,Independent,Asian American
11773,2019,Republican,Asian American
11774,2019,Democrat,Asian American
11775,2019,Independent,Asian American
11776,2019,Democrat,Asian American
11777,2019,Independent,Asian American
11778,2019,Independent,Asian American
11779,2019,Republican,Asian American
11780,2019,Democrat,Asian American
11781,2019,Unsure/Refused,Asian American
11782,2019,Unsure/Refused,Asian American
11783,2019,Democrat,Asian American
11784,2019,Independent,Asian American
11785,2019,Independent,Asian American
11786,2019,Democrat,Asian American
11787,2019,Independent,Asian American
11788,2019,Democrat,Asian American
11789,2019,Independent,Asian American
11790,2019,Democrat,Asian American
11791,2019,Democrat,Asian American
11792,2019,Independent,Asian American
11793,2019,Democrat,Asian American
11794,2019,Independent,Asian American
11795,2019,Independent,Asian American
11796,2019,Independent,Asian American
11797,2019,Democrat,Asian American
11798,2019,Democrat,Asian American
11799,2019,Independent,Asian American
11800,2019,Democrat,Asian American
11801,2019,Democrat,Asian American
11802,2019,Democrat,Asian American
11803,2019,Democrat,Asian American
11804,2019,Democrat,Asian American
11805,2019,Independent,Asian American
11806,2019,Independent,Asian American
11807,2019,Independent,Asian American
11808,2019,Democrat,Asian American
11809,2019,Independent,Asian American
11810,2019,Democrat,Asian American
11811,2019,Democrat,Asian American
11812,2019,Democrat,Asian American
11813,2019,Independent,Asian American
11814,2019,Democrat,Asian American
11815,2019,Independent,Asian American
11816,2019,Unsure/Refused,Asian American
11817,2019,Democrat,Asian American
11818,2019,Independent,Asian American
11819,2019,Independent,Asian American
11820,2019,Independent,Asian American
11821,2019,Democrat,Asian American
11822,2019,Independent,Asian American
11823,2019,Independent,Asian American
11824,2019,Independent,Asian American
11825,2019,Democrat,Asian American
11826,2019,Independent,Asian American
11827,2019,Democrat,Asian American
11828,2019,Democrat,Asian American
11829,2019,Democrat,Asian American
11830,2019,Independent,Asian American
11831,2019,Independent,Asian American
11832,2019,Democrat,Asian American
11833,2019,Democrat,Asian American
11834,2019,Democrat,Asian American
11835,2019,Democrat,Asian American
11836,2019,Democrat,Asian American
11837,2019,Democrat,Asian American
11838,2019,Republican,Asian American
11839,2019,Republican,Asian American
11840,2019,Democrat,Asian American
11841,2019,Independent,Asian American
11842,2019,Independent,Asian American
11843,2019,Democrat,Asian American
11844,2019,Independent,Asian American
11845,2019,Independent,Asian American
11846,2019,Independent,Asian American
11847,2019,Democrat,Asian American
11848,2019,Independent,Asian American
11849,2019,Democrat,Asian American
11850,2019,Democrat,Asian American
11851,2019,Democrat,Asian American
11852,2019,Independent,Asian American
11853,2019,Independent,Asian American
11854,2019,Democrat,Asian American
11855,2019,Democrat,Asian American
11856,2019,Republican,Asian American
11857,2019,Democrat,Asian American
11858,2019,Republican,Asian American
11859,2019,Democrat,Asian American
11860,2019,Republican,Asian American
11861,2019,Democrat,Asian American
11862,2019,Democrat,Asian American
11863,2019,Independent,Asian American
11864,2019,Independent,Asian American
11865,2019,Democrat,Asian American
11866,2019,Independent,Asian American
11867,2019,Independent,Asian American
11868,2019,Independent,Asian American
11869,2019,Democrat,Asian American
11870,2019,Independent,Asian American
11871,2019,Republican,Asian American
11872,2019,Democrat,Asian American
11873,2019,Independent,Asian American
11874,2019,Independent,Asian American
11875,2019,Independent,Asian American
11876,2019,Democrat,Asian American
11877,2019,Democrat,Asian American
11878,2019,Unsure/Refused,Asian American
11879,2019,Independent,Asian American
11880,2019,Democrat,Asian American
11881,2019,Democrat,Asian American
11882,2019,Independent,Asian American
11883,2019,Independent,Asian American
11884,2019,Independent,Asian American
11885,2019,Democrat,Asian American
11886,2019,Democrat,Asian American
11887,2019,Democrat,Asian American
11888,2019,Independent,Asian American
11889,2019,Democrat,Asian American
11890,2019,Independent,Asian American
11891,2019,Democrat,Asian American
11892,2019,Independent,Asian American
11893,2019,Democrat,Asian American
11894,2019,Democrat,Asian American
11895,2019,Democrat,Asian American
11896,2019,Democrat,Asian American
11897,2019,Republican,Asian American
11898,2019,Democrat,Asian American
11899,2019,Independent,Asian American
11900,2019,Republican,Asian American
11901,2019,Democrat,Asian American
11902,2019,Independent,Asian American
11903,2019,Democrat,Asian American
11904,2019,Democrat,Asian American
11905,2019,Independent,Asian American
11906,2019,Democrat,Asian American
11907,2019,Independent,Asian American
11908,2019,Democrat,Asian American
11909,2019,Independent,Asian American
11910,2019,Independent,Asian American
11911,2019,Democrat,Asian American
11912,2019,Democrat,Asian American
11913,2019,Democrat,Asian American
11914,2019,Democrat,Asian American
11915,2019,Democrat,Asian American
11916,2019,Independent,Asian American
11917,2019,Independent,Asian American
11918,2019,Unsure/Refused,Asian American
11919,2019,Independent,Asian American
11920,2019,Independent,Asian American
11921,2019,Unsure/Refused,Asian American
11922,2019,Independent,Asian American
11923,2019,Democrat,Asian American
11924,2019,Independent,Asian American
11925,2019,Independent,Asian American
11926,2019,Independent,Asian American
11927,2019,Democrat,Asian American
11928,2019,Independent,Asian American
11929,2019,Independent,Asian American
11930,2019,Democrat,Asian American
11931,2019,Democrat,Asian American
11932,2019,Independent,Asian American
11933,2019,Independent,Asian American
11934,2019,Independent,Asian American
11935,2019,Unsure/Refused,Asian American
11936,2019,Independent,Asian American
11937,2019,Unsure/Refused,Asian American
11938,2019,Independent,Asian American
11939,2019,Democrat,Asian American
11940,2019,Independent,Asian American
11941,2019,Democrat,Asian American
11942,2019,Republican,Asian American
11943,2019,Democrat,Asian American
11944,2019,Independent,Asian American
11945,2019,Democrat,Asian American
11946,2019,Independent,Asian American
11947,2019,Independent,Asian American
11948,2019,Independent,Asian American
11949,2019,Independent,Asian American
11950,2019,Independent,Asian American
11951,2019,Independent,Asian American
11952,2019,Independent,Asian American
11953,2019,Republican,Asian American
11954,2019,Democrat,Asian American
11955,2019,Democrat,Asian American
11956,2019,Independent,Asian American
11957,2019,Independent,Asian American
11958,2019,Independent,Asian American
11959,2019,Independent,Asian American
11960,2019,Democrat,Asian American
11961,2019,Independent,Asian American
11962,2019,Independent,Asian American
11963,2019,Democrat,Asian American
11964,2019,Democrat,Asian American
11965,2019,Independent,Asian American
11966,2019,Democrat,Asian American
11967,2019,Democrat,Asian American
11968,2019,Democrat,Asian American
11969,2019,Independent,Asian American
11970,2019,Democrat,Asian American
11971,2019,Democrat,Asian American
11972,2019,Democrat,Asian American
11973,2019,Democrat,Asian American
11974,2019,Independent,Asian American
11975,2019,Independent,Asian American
11976,2019,Democrat,Asian American
11977,2019,Democrat,Asian American
11978,2019,Independent,Asian American
11979,2019,Independent,Asian American
11980,2019,Democrat,Asian American
11981,2019,Independent,Asian American
11982,2019,Independent,Asian American
11983,2019,Republican,Asian American
11984,2019,Democrat,Asian American
11985,2019,Democrat,Asian American
11986,2019,Democrat,Asian American
11987,2019,Independent,Asian American
11988,2019,Independent,Asian American
11989,2019,Independent,Asian American
11990,2019,Democrat,Asian American
11991,2019,Independent,Asian American
11992,2019,Independent,Asian American
11993,2019,Democrat,Asian American
11994,2019,Independent,Asian American
11995,2019,Independent,Asian American
11996,2019,Democrat,Asian American
11997,2019,Democrat,Asian American
11998,2019,Unsure/Refused,Asian American
11999,2019,Independent,Asian American
12000,2019,Democrat,Asian American
12001,2019,Independent,Asian American
12002,2019,Unsure/Refused,Asian American
12003,2019,Democrat,Asian American
12004,2019,Independent,Asian American
12005,2019,Democrat,Asian American
12006,2019,Democrat,Asian American
12007,2019,Independent,Asian American
12008,2019,Independent,Asian American
12009,2019,Independent,Asian American
12010,2019,Independent,Asian American
12011,2019,Democrat,Asian American
12012,2019,Independent,Asian American
12013,2019,Democrat,Asian American
12014,2019,Independent,Asian American
12015,2019,Democrat,Asian American
12016,2019,Independent,Asian American
12017,2019,Democrat,Asian American
12018,2019,Independent,Asian American
12019,2019,Independent,Asian American
12020,2019,Democrat,Asian American
12021,2019,Democrat,Asian American
12022,2019,Democrat,Asian American
12023,2019,Democrat,Asian American
12024,2019,Independent,Asian American
12025,2019,Democrat,Asian American
12026,2019,Democrat,Asian American
12027,2019,Independent,Asian American
12028,2019,Democrat,Asian American
12029,2019,Independent,Asian American
12030,2019,Democrat,Asian American
12031,2019,Republican,Asian American
12032,2019,Independent,Asian American
12033,2019,Republican,Asian American
12034,2019,Independent,Asian American
12035,2019,Independent,Asian American
12036,2019,Independent,Asian American
12037,2019,Independent,Asian American
12038,2019,Democrat,Asian American
12039,2019,Democrat,Asian American
12040,2019,Independent,Asian American
12041,2019,Independent,Asian American
12042,2019,Democrat,Asian American
12043,2019,Democrat,Asian American
12044,2019,Democrat,Asian American
1564,2019,Democrat,Hispanic
1565,2019,Democrat,Hispanic
1566,2019,Democrat,Hispanic
1567,2019,Independent,Hispanic
1568,2019,Democrat,Hispanic
1569,2019,Democrat,Hispanic
1570,2019,Democrat,Hispanic
1571,2019,Democrat,Hispanic
1572,2019,Democrat,Hispanic
1573,2019,Republican,Hispanic
1574,2019,Republican,Hispanic
1575,2019,Democrat,Hispanic
1576,2019,Democrat,Hispanic
1577,2019,Democrat,Hispanic
1578,2019,Republican,Hispanic
1579,2019,Independent,Hispanic
1580,2019,Democrat,Hispanic
1581,2019,Unsure/Refused,Hispanic
1582,2019,Independent,Hispanic
1583,2019,Democrat,Hispanic
1584,2019,Democrat,Hispanic
1585,2019,Independent,Hispanic
1586,2019,Independent,Hispanic
1587,2019,Republican,Hispanic
1588,2019,Independent,Hispanic
1589,2019,Republican,Hispanic
1590,2019,Unsure/Refused,Hispanic
1591,2019,Independent,Hispanic
1592,2019,Independent,Hispanic
1593,2019,Independent,Hispanic
1594,2019,Democrat,Hispanic
1595,2019,Republican,Hispanic
1596,2019,Republican,Hispanic
1597,2019,Independent,Hispanic
1598,2019,Democrat,Hispanic
1599,2019,Democrat,Hispanic
1600,2019,Republican,Hispanic
1601,2019,Democrat,Hispanic
1602,2019,Republican,Hispanic
1603,2019,Independent,Hispanic
1604,2019,Independent,Hispanic
1605,2019,Democrat,Hispanic
1606,2019,Democrat,Hispanic
1607,2019,Independent,Hispanic
1608,2019,Democrat,Hispanic
1609,2019,Unsure/Refused,Hispanic
1610,2019,Independent,Hispanic
1611,2019,Republican,Hispanic
1612,2019,Democrat,Hispanic
1613,2019,Independent,Hispanic
1614,2019,Democrat,Hispanic
1615,2019,Democrat,Hispanic
1616,2019,Democrat,Hispanic
1617,2019,Democrat,Hispanic
1618,2019,Democrat,Hispanic
1619,2019,Democrat,Hispanic
1620,2019,Independent,Hispanic
1621,2019,Democrat,Hispanic
1622,2019,Democrat,Hispanic
1623,2019,Democrat,Hispanic
1624,2019,Independent,Hispanic
1625,2019,Independent,Hispanic
1626,2019,Independent,Hispanic
1627,2019,Democrat,Hispanic
1628,2019,Independent,Hispanic
1629,2019,Independent,Hispanic
1630,2019,Democrat,Hispanic
1631,2019,Independent,Hispanic
1632,2019,Democrat,Hispanic
1633,2019,Republican,Hispanic
1634,2019,Unsure/Refused,Hispanic
1635,2019,Republican,Hispanic
1636,2019,Democrat,Hispanic
1637,2019,Republican,Hispanic
1638,2019,Independent,Hispanic
1639,2019,Unsure/Refused,Hispanic
1640,2019,Democrat,Hispanic
1641,2019,Democrat,Hispanic
1642,2019,Democrat,Hispanic
1643,2019,Republican,Hispanic
1644,2019,Democrat,Hispanic
1645,2019,Independent,Hispanic
1646,2019,Independent,Hispanic
1647,2019,Republican,Hispanic
1648,2019,Democrat,Hispanic
1649,2019,Independent,Hispanic
1650,2019,Democrat,Hispanic
1651,2019,Democrat,Hispanic
1652,2019,Independent,Hispanic
1653,2019,Democrat,Hispanic
1654,2019,Independent,Hispanic
1655,2019,Republican,Hispanic
1656,2019,Democrat,Hispanic
1657,2019,Democrat,Hispanic
1658,2019,Democrat,Hispanic
1659,2019,Democrat,Hispanic
1660,2019,Republican,Hispanic
1661,2019,Independent,Hispanic
1662,2019,Independent,Hispanic
1663,2019,Democrat,Hispanic
1664,2019,Democrat,Hispanic
1665,2019,Independent,Hispanic
1666,2019,Independent,Hispanic
1667,2019,Independent,Hispanic
1668,2019,Independent,Hispanic
1669,2019,Democrat,Hispanic
1670,2019,Democrat,Hispanic
1671,2019,Republican,Hispanic
1672,2019,Democrat,Hispanic
1673,2019,Unsure/Refused,Hispanic
1674,2019,Independent,Hispanic
1675,2019,Democrat,Hispanic
1676,2019,Unsure/Refused,Hispanic
1677,2019,Independent,Hispanic
1678,2019,Independent,Hispanic
1679,2019,Democrat,Hispanic
1680,2019,Independent,Hispanic
1681,2019,Unsure/Refused,Hispanic
1682,2019,Democrat,Hispanic
1683,2019,Independent,Hispanic
1684,2019,Independent,Hispanic
1685,2019,Democrat,Hispanic
1686,2019,Independent,Hispanic
1687,2019,Independent,Hispanic
1688,2019,Republican,Hispanic
1689,2019,Republican,Hispanic
1690,2019,Independent,Hispanic
1691,2019,Republican,Hispanic
1692,2019,Independent,Hispanic
1693,2019,Democrat,Hispanic
1694,2019,Democrat,Hispanic
1695,2019,Democrat,Hispanic
1696,2019,Democrat,Hispanic
1697,2019,Democrat,Hispanic
1698,2019,Republican,Hispanic
1699,2019,Independent,Hispanic
1700,2019,Independent,Hispanic
1701,2019,Democrat,Hispanic
1702,2019,Democrat,Hispanic
1703,2019,Democrat,Hispanic
1704,2019,Democrat,Hispanic
1705,2019,Democrat,Hispanic
1706,2019,Democrat,Hispanic
1707,2019,Democrat,Hispanic
1708,2019,Republican,Hispanic
1709,2019,Democrat,Hispanic
1710,2019,Republican,Hispanic
1711,2019,Democrat,Hispanic
1712,2019,Republican,Hispanic
1713,2019,Democrat,Hispanic
1714,2019,Democrat,Hispanic
1715,2019,Republican,Hispanic
1716,2019,Independent,Hispanic
1717,2019,Unsure/Refused,Hispanic
1718,2019,Democrat,Hispanic
1719,2019,Democrat,Hispanic
1720,2019,Democrat,Hispanic
1721,2019,Independent,Hispanic
1722,2019,Independent,Hispanic
1723,2019,Democrat,Hispanic
1724,2019,Republican,Hispanic
1725,2019,Democrat,Hispanic
1726,2019,Independent,Hispanic
1727,2019,Independent,Hispanic
1728,2019,Democrat,Hispanic
1729,2019,Republican,Hispanic
1730,2019,Democrat,Hispanic
1731,2019,Republican,Hispanic
1732,2019,Democrat,Hispanic
1733,2019,Democrat,Hispanic
1734,2019,Independent,Hispanic
1735,2019,Republican,Hispanic
1736,2019,Democrat,Hispanic
1737,2019,Independent,Hispanic
1738,2019,Democrat,Hispanic
1739,2019,Democrat,Hispanic
1740,2019,Independent,Hispanic
1741,2019,Independent,Hispanic
